====================================================================================
NaSto
Fractional-step RK3 with projection
====================================================================================
nx              =      128
ny              =       64
dx              =   1.5625E-02
dy              =   1.5625E-02
dt              =   1.0000E-03
nu              =   1.0000E-06
rho             =   1.0000E+00
time            =   0.0000E+00
time_end        =   2.0000E+01
istep           =        0
nsteps          =    20000
log_every       =        1
restart_every   =      100
vtk_every       =      100
ascii_every     =      100
poisson_maxit   =     5000
poisson_tol     =   1.0000E-06
use_restart     = F
restart_file    = ./data/field_000000.bin
out_dir         = ./data
====================================================================================
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
  6253   6.253E+00   2.011E-03   9.124E-12   1.68E-01   8.19E-06       T     268   9.791E-07
  6254   6.254E+00   2.065E-03   7.346E-12   1.68E-01   8.19E-06       T     320   9.691E-07
  6255   6.255E+00   2.099E-03   5.465E-12   1.68E-01   8.19E-06       T     267   9.486E-07
  6256   6.256E+00   2.113E-03   7.248E-12   1.68E-01   8.19E-06       T     266   9.797E-07
  6257   6.257E+00   2.106E-03   9.378E-12   1.68E-01   8.19E-06       T     283   9.973E-07
  6258   6.258E+00   2.079E-03   8.649E-12   1.68E-01   8.19E-06       T     278   9.811E-07
  6259   6.259E+00   2.032E-03   7.611E-12   1.68E-01   8.19E-06       T     296   9.838E-07
  6260   6.260E+00   1.967E-03   7.114E-12   1.68E-01   8.19E-06       T     319   9.533E-07
  6261   6.261E+00   1.885E-03   9.388E-12   1.68E-01   8.19E-06       T     276   9.570E-07
  6262   6.262E+00   1.788E-03   1.007E-11   1.68E-01   8.19E-06       T     304   8.516E-07
  6263   6.263E+00   1.710E-03   8.001E-12   1.68E-01   8.19E-06       T     288   9.824E-07
  6264   6.264E+00   1.699E-03   1.240E-11   1.68E-01   8.19E-06       T     305   9.102E-07
  6265   6.265E+00   1.672E-03   4.693E-12   1.68E-01   8.19E-06       T     283   8.094E-07
  6266   6.266E+00   1.631E-03   6.960E-12   1.68E-01   8.19E-06       T     313   5.055E-07
  6267   6.267E+00   1.599E-03   3.168E-12   1.68E-01   8.19E-06       T     280   3.206E-07
  6268   6.268E+00   1.708E-03   8.740E-12   1.68E-01   8.19E-06       T     293   9.903E-07
  6269   6.269E+00   1.800E-03   7.309E-12   1.68E-01   8.19E-06       T     325   9.561E-07
  6270   6.270E+00   1.873E-03   6.527E-12   1.67E-01   8.19E-06       T     326   8.094E-07
  6271   6.271E+00   1.928E-03   1.019E-11   1.67E-01   8.19E-06       T     323   7.799E-07
  6272   6.272E+00   1.962E-03   8.762E-12   1.67E-01   8.19E-06       T     331   8.098E-07
  6273   6.273E+00   1.977E-03   1.322E-11   1.67E-01   8.19E-06       T     332   9.927E-07
  6274   6.274E+00   1.972E-03   4.391E-12   1.67E-01   8.19E-06       T     331   9.067E-07
  6275   6.275E+00   1.947E-03   5.380E-12   1.67E-01   8.19E-06       T     316   9.825E-07
  6276   6.276E+00   1.904E-03   5.285E-12   1.67E-01   8.19E-06       T     306   6.697E-07
  6277   6.277E+00   1.843E-03   6.661E-12   1.67E-01   8.19E-06       T     341   8.448E-07
  6278   6.278E+00   1.766E-03   7.675E-12   1.67E-01   8.19E-06       T     328   9.978E-07
  6279   6.279E+00   1.674E-03   7.749E-12   1.67E-01   8.19E-06       T     319   9.976E-07
  6280   6.280E+00   1.585E-03   6.895E-12   1.66E-01   8.19E-06       T     289   8.413E-07
  6281   6.281E+00   1.607E-03   7.888E-12   1.66E-01   8.19E-06       T     306   9.886E-07
  6282   6.282E+00   1.622E-03   1.033E-11   1.66E-01   8.19E-06       T     298   9.984E-07
  6283   6.283E+00   1.629E-03   9.184E-12   1.66E-01   8.19E-06       T     284   9.242E-07
  6284   6.284E+00   1.629E-03   8.330E-12   1.66E-01   8.19E-06       T     286   9.652E-07
  6285   6.285E+00   1.622E-03   6.220E-12   1.66E-01   8.19E-06       T     280   9.858E-07
  6286   6.286E+00   1.638E-03   8.415E-12   1.66E-01   8.19E-06       T     287   9.842E-07
  6287   6.287E+00   1.675E-03   5.217E-12   1.67E-01   8.19E-06       T     278   9.540E-07
  6288   6.288E+00   1.696E-03   9.495E-12   1.67E-01   8.19E-06       T     315   9.832E-07
  6289   6.289E+00   1.699E-03   7.597E-12   1.67E-01   8.19E-06       T     282   9.542E-07
  6290   6.290E+00   1.684E-03   8.253E-12   1.67E-01   8.19E-06       T     294   9.639E-07
  6291   6.291E+00   1.654E-03   9.025E-12   1.67E-01   8.19E-06       T     303   8.364E-07
  6292   6.292E+00   1.607E-03   1.150E-11   1.67E-01   8.19E-06       T     321   9.905E-07
  6293   6.293E+00   1.545E-03   8.066E-12   1.67E-01   8.19E-06       T     288   9.820E-07
  6294   6.294E+00   1.470E-03   5.402E-12   1.67E-01   8.19E-06       T     274   8.722E-07
  6295   6.295E+00   1.383E-03   7.058E-12   1.67E-01   8.19E-06       T     331   9.422E-07
  6296   6.296E+00   1.397E-03   9.301E-12   1.67E-01   8.19E-06       T     279   7.387E-07
  6297   6.297E+00   1.417E-03   8.332E-12   1.67E-01   8.19E-06       T     282   9.687E-07
  6298   6.298E+00   1.434E-03   9.471E-12   1.67E-01   8.19E-06       T     301   9.914E-07
  6299   6.299E+00   1.447E-03   6.741E-12   1.67E-01   8.19E-06       T     336   8.243E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
  6300   6.300E+00   1.457E-03   8.342E-12   1.67E-01   8.19E-06       T     317   6.506E-07
  6301   6.301E+00   1.463E-03   6.103E-12   1.67E-01   8.19E-06       T     334   8.159E-07
  6302   6.302E+00   1.465E-03   7.930E-12   1.67E-01   8.19E-06       T     297   9.975E-07
  6303   6.303E+00   1.464E-03   8.215E-12   1.67E-01   8.19E-06       T     305   9.725E-07
  6304   6.304E+00   1.459E-03   7.530E-12   1.67E-01   8.19E-06       T     312   9.865E-07
  6305   6.305E+00   1.451E-03   7.685E-12   1.67E-01   8.19E-06       T     316   9.942E-07
  6306   6.306E+00   1.439E-03   8.400E-12   1.67E-01   8.19E-06       T     287   9.993E-07
  6307   6.307E+00   1.423E-03   7.606E-12   1.67E-01   8.19E-06       T     300   9.994E-07
  6308   6.308E+00   1.404E-03   7.420E-12   1.67E-01   8.19E-06       T     281   8.640E-07
  6309   6.309E+00   1.382E-03   7.269E-12   1.67E-01   8.19E-06       T     339   9.451E-07
  6310   6.310E+00   1.357E-03   7.332E-12   1.67E-01   8.19E-06       T     319   9.760E-07
  6311   6.311E+00   1.346E-03   7.498E-12   1.67E-01   8.19E-06       T     330   9.996E-07
  6312   6.312E+00   1.405E-03   7.555E-12   1.67E-01   8.19E-06       T     329   9.988E-07
  6313   6.313E+00   1.457E-03   7.208E-12   1.68E-01   8.19E-06       T     310   9.460E-07
  6314   6.314E+00   1.502E-03   7.328E-12   1.68E-01   8.19E-06       T     316   9.728E-07
  6315   6.315E+00   1.539E-03   7.521E-12   1.68E-01   8.19E-06       T     269   9.470E-07
  6316   6.316E+00   1.568E-03   5.242E-12   1.68E-01   8.19E-06       T     335   6.854E-07
  6317   6.317E+00   1.589E-03   6.865E-12   1.68E-01   8.19E-06       T     266   9.913E-07
  6318   6.318E+00   1.601E-03   8.782E-12   1.68E-01   8.19E-06       T     271   9.946E-07
  6319   6.319E+00   1.605E-03   7.659E-12   1.68E-01   8.19E-06       T     295   9.992E-07
  6320   6.320E+00   1.599E-03   8.890E-12   1.68E-01   8.19E-06       T     267   9.977E-07
  6321   6.321E+00   1.584E-03   7.858E-12   1.68E-01   8.19E-06       T     319   9.968E-07
  6322   6.322E+00   1.560E-03   7.652E-12   1.68E-01   8.19E-06       T     266   9.496E-07
  6323   6.323E+00   1.526E-03   7.856E-12   1.68E-01   8.19E-06       T     331   9.749E-07
  6324   6.324E+00   1.484E-03   5.711E-12   1.68E-01   8.19E-06       T     267   8.773E-07
  6325   6.325E+00   1.433E-03   7.317E-12   1.68E-01   8.19E-06       T     329   9.318E-07
  6326   6.326E+00   1.374E-03   8.566E-12   1.68E-01   8.19E-06       T     308   9.996E-07
  6327   6.327E+00   1.356E-03   7.074E-12   1.68E-01   8.19E-06       T     297   9.348E-07
  6328   6.328E+00   1.340E-03   9.286E-12   1.68E-01   8.19E-06       T     271   7.529E-07
  6329   6.329E+00   1.354E-03   7.493E-12   1.67E-01   8.19E-06       T     327   9.973E-07
  6330   6.330E+00   1.390E-03   9.734E-12   1.67E-01   8.19E-06       T     306   6.574E-07
  6331   6.331E+00   1.416E-03   7.659E-12   1.68E-01   8.19E-06       T     320   9.952E-07
  6332   6.332E+00   1.431E-03   9.862E-12   1.68E-01   8.19E-06       T     300   9.465E-07
  6333   6.333E+00   1.435E-03   6.464E-12   1.68E-01   8.19E-06       T     325   9.748E-07
  6334   6.334E+00   1.428E-03   7.324E-12   1.68E-01   8.19E-06       T     318   9.701E-07
  6335   6.335E+00   1.411E-03   5.240E-12   1.68E-01   8.19E-06       T     288   6.084E-07
  6336   6.336E+00   1.386E-03   7.988E-12   1.68E-01   8.19E-06       T     271   9.653E-07
  6337   6.337E+00   1.384E-03   7.060E-12   1.68E-01   8.19E-06       T     312   9.457E-07
  6338   6.338E+00   1.374E-03   7.309E-12   1.68E-01   8.19E-06       T     305   9.418E-07
  6339   6.339E+00   1.356E-03   8.705E-12   1.68E-01   8.19E-06       T     301   9.453E-07
  6340   6.340E+00   1.385E-03   7.994E-13   1.68E-01   8.19E-06       T     305   9.794E-08
  6341   6.341E+00   1.464E-03   7.188E-12   1.68E-01   8.19E-06       T     277   8.065E-07
  6342   6.342E+00   1.534E-03   5.930E-12   1.68E-01   8.19E-06       T     315   7.905E-07
  6343   6.343E+00   1.593E-03   8.618E-12   1.68E-01   8.19E-06       T     309   9.681E-07
  6344   6.344E+00   1.641E-03   8.423E-12   1.68E-01   8.19E-06       T     310   9.834E-07
  6345   6.345E+00   1.679E-03   6.971E-12   1.68E-01   8.19E-06       T     319   8.679E-07
  6346   6.346E+00   1.705E-03   7.767E-12   1.68E-01   8.19E-06       T     281   9.963E-07
  6347   6.347E+00   1.719E-03   7.298E-12   1.68E-01   8.19E-06       T     306   9.851E-07
  6348   6.348E+00   1.721E-03   8.319E-12   1.68E-01   8.19E-06       T     275   9.784E-07
  6349   6.349E+00   1.711E-03   7.398E-12   1.67E-01   8.19E-06       T     323   9.680E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
  6350   6.350E+00   1.690E-03   8.717E-12   1.67E-01   8.19E-06       T     309   7.997E-07
  6351   6.351E+00   1.657E-03   7.624E-12   1.67E-01   8.19E-06       T     297   9.966E-07
  6352   6.352E+00   1.614E-03   7.215E-12   1.67E-01   8.19E-06       T     309   9.660E-07
  6353   6.353E+00   1.561E-03   7.496E-12   1.67E-01   8.19E-06       T     309   9.718E-07
  6354   6.354E+00   1.511E-03   7.692E-12   1.67E-01   8.19E-06       T     268   8.006E-07
  6355   6.355E+00   1.487E-03   9.281E-12   1.67E-01   8.19E-06       T     305   9.828E-07
  6356   6.356E+00   1.534E-03   7.873E-12   1.67E-01   8.19E-06       T     304   9.339E-07
  6357   6.357E+00   1.574E-03   7.549E-12   1.67E-01   8.19E-06       T     316   9.657E-07
  6358   6.358E+00   1.608E-03   7.337E-12   1.67E-01   8.19E-06       T     329   9.635E-07
  6359   6.359E+00   1.635E-03   5.782E-12   1.67E-01   8.19E-06       T     335   7.626E-07
  6360   6.360E+00   1.656E-03   6.369E-12   1.67E-01   8.19E-06       T     290   8.035E-07
  6361   6.361E+00   1.669E-03   8.808E-12   1.67E-01   8.19E-06       T     294   9.955E-07
  6362   6.362E+00   1.675E-03   8.749E-12   1.67E-01   8.19E-06       T     264   9.786E-07
  6363   6.363E+00   1.674E-03   8.664E-12   1.67E-01   8.19E-06       T     299   8.826E-07
  6364   6.364E+00   1.667E-03   7.537E-12   1.67E-01   8.19E-06       T     289   9.788E-07
  6365   6.365E+00   1.652E-03   7.107E-12   1.67E-01   8.19E-06       T     329   9.358E-07
  6366   6.366E+00   1.630E-03   7.735E-12   1.67E-01   8.19E-06       T     287   8.997E-07
  6367   6.367E+00   1.600E-03   7.265E-12   1.67E-01   8.19E-06       T     320   9.719E-07
  6368   6.368E+00   1.563E-03   7.218E-12   1.66E-01   8.19E-06       T     324   9.709E-07
  6369   6.369E+00   1.517E-03   7.226E-12   1.66E-01   8.19E-06       T     331   9.613E-07
  6370   6.370E+00   1.465E-03   1.043E-11   1.66E-01   8.19E-06       T     279   7.791E-07
  6371   6.371E+00   1.422E-03   8.966E-12   1.66E-01   8.19E-06       T     295   8.210E-07
  6372   6.372E+00   1.448E-03   7.015E-12   1.65E-01   8.19E-06       T     300   9.288E-07
  6373   6.373E+00   1.463E-03   7.359E-12   1.65E-01   8.19E-06       T     307   9.853E-07
  6374   6.374E+00   1.508E-03   1.177E-11   1.65E-01   8.19E-06       T     333   9.721E-07
  6375   6.375E+00   1.549E-03   7.421E-12   1.65E-01   8.19E-06       T     310   9.918E-07
  6376   6.376E+00   1.583E-03   1.082E-11   1.65E-01   8.19E-06       T     313   9.626E-07
  6377   6.377E+00   1.610E-03   9.429E-12   1.64E-01   8.19E-06       T     303   7.391E-07
  6378   6.378E+00   1.632E-03   7.422E-12   1.64E-01   8.19E-06       T     330   8.671E-07
  6379   6.379E+00   1.647E-03   7.098E-12   1.64E-01   8.19E-06       T     300   5.542E-07
  6380   6.380E+00   1.655E-03   6.558E-12   1.64E-01   8.19E-06       T     325   8.831E-07
  6381   6.381E+00   1.658E-03   7.247E-12   1.64E-01   8.19E-06       T     321   9.743E-07
  6382   6.382E+00   1.655E-03   1.358E-11   1.64E-01   8.19E-06       T     279   9.847E-07
  6383   6.383E+00   1.645E-03   1.241E-11   1.64E-01   8.19E-06       T     329   9.341E-07
  6384   6.384E+00   1.630E-03   7.371E-12   1.64E-01   8.19E-06       T     280   9.209E-07
  6385   6.385E+00   1.608E-03   4.336E-12   1.64E-01   8.19E-06       T     323   4.756E-07
  6386   6.386E+00   1.582E-03   7.303E-12   1.64E-01   8.19E-06       T     310   9.895E-07
  6387   6.387E+00   1.550E-03   7.746E-12   1.64E-01   8.19E-06       T     330   8.892E-07
  6388   6.388E+00   1.539E-03   6.195E-12   1.64E-01   8.19E-06       T     333   8.006E-07
  6389   6.389E+00   1.554E-03   8.900E-12   1.64E-01   8.19E-06       T     285   7.755E-07
  6390   6.390E+00   1.560E-03   8.294E-12   1.64E-01   8.19E-06       T     283   9.646E-07
  6391   6.391E+00   1.558E-03   1.043E-11   1.63E-01   8.19E-06       T     325   9.855E-07
  6392   6.392E+00   1.548E-03   7.857E-12   1.63E-01   8.19E-06       T     309   9.542E-07
  6393   6.393E+00   1.529E-03   7.693E-12   1.63E-01   8.19E-06       T     283   9.925E-07
  6394   6.394E+00   1.500E-03   8.213E-12   1.63E-01   8.19E-06       T     333   9.731E-07
  6395   6.395E+00   1.463E-03   8.564E-12   1.63E-01   8.19E-06       T     269   9.211E-07
  6396   6.396E+00   1.416E-03   7.545E-12   1.62E-01   8.19E-06       T     300   9.927E-07
  6397   6.397E+00   1.422E-03   5.788E-12   1.62E-01   8.19E-06       T     328   7.447E-07
  6398   6.398E+00   1.445E-03   7.097E-12   1.62E-01   8.19E-06       T     321   9.183E-07
  6399   6.399E+00   1.457E-03   6.527E-12   1.62E-01   8.19E-06       T     321   8.332E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
  6400   6.400E+00   1.470E-03   6.431E-12   1.62E-01   8.19E-06       T     329   8.331E-07
  6401   6.401E+00   1.476E-03   6.990E-12   1.62E-01   8.19E-06       T     318   9.336E-07
  6402   6.402E+00   1.475E-03   7.265E-12   1.63E-01   8.19E-06       T     311   9.814E-07
  6403   6.403E+00   1.465E-03   5.880E-12   1.63E-01   8.19E-06       T     330   7.872E-07
  6404   6.404E+00   1.464E-03   8.050E-12   1.63E-01   8.19E-06       T     260   9.705E-07
  6405   6.405E+00   1.523E-03   9.009E-12   1.63E-01   8.19E-06       T     326   9.715E-07
  6406   6.406E+00   1.570E-03   7.550E-12   1.63E-01   8.19E-06       T     296   9.895E-07
  6407   6.407E+00   1.607E-03   6.868E-12   1.63E-01   8.19E-06       T     320   9.244E-07
  6408   6.408E+00   1.632E-03   7.292E-12   1.63E-01   8.19E-06       T     311   9.861E-07
  6409   6.409E+00   1.646E-03   8.049E-12   1.62E-01   8.19E-06       T     311   9.067E-07
  6410   6.410E+00   1.649E-03   6.952E-12   1.62E-01   8.19E-06       T     320   9.197E-07
  6411   6.411E+00   1.640E-03   6.682E-12   1.62E-01   8.19E-06       T     325   9.016E-07
  6412   6.412E+00   1.621E-03   7.465E-12   1.62E-01   8.19E-06       T     318   8.664E-07
  6413   6.413E+00   1.591E-03   7.385E-12   1.62E-01   8.19E-06       T     306   9.890E-07
  6414   6.414E+00   1.551E-03   8.386E-12   1.62E-01   8.19E-06       T     314   7.302E-07
  6415   6.415E+00   1.501E-03   7.413E-12   1.61E-01   8.19E-06       T     307   9.925E-07
  6416   6.416E+00   1.443E-03   9.107E-12   1.61E-01   8.19E-06       T     304   9.889E-07
  6417   6.417E+00   1.400E-03   5.315E-12   1.61E-01   8.19E-06       T     322   7.077E-07
  6418   6.418E+00   1.380E-03   8.265E-12   1.61E-01   8.19E-06       T     318   9.490E-07
  6419   6.419E+00   1.352E-03   1.239E-11   1.60E-01   8.19E-06       T     274   9.242E-07
  6420   6.420E+00   1.315E-03   1.102E-11   1.60E-01   8.19E-06       T     282   8.089E-07
  6421   6.421E+00   1.272E-03   6.815E-12   1.59E-01   8.19E-06       T     311   9.082E-07
  6422   6.422E+00   1.323E-03   5.688E-12   1.59E-01   8.19E-06       T     329   7.617E-07
  6423   6.423E+00   1.388E-03   7.163E-12   1.59E-01   8.19E-06       T     317   9.616E-07
  6424   6.424E+00   1.442E-03   7.443E-12   1.59E-01   8.19E-06       T     315   9.966E-07
  6425   6.425E+00   1.488E-03   8.427E-12   1.59E-01   8.19E-06       T     320   8.596E-07
  6426   6.426E+00   1.523E-03   1.243E-11   1.59E-01   8.19E-06       T     277   9.692E-07
  6427   6.427E+00   1.548E-03   7.407E-12   1.59E-01   8.19E-06       T     305   9.983E-07
  6428   6.428E+00   1.564E-03   7.945E-12   1.59E-01   8.19E-06       T     321   9.946E-07
  6429   6.429E+00   1.569E-03   9.765E-12   1.59E-01   8.19E-06       T     296   9.802E-07
  6430   6.430E+00   1.565E-03   3.949E-12   1.59E-01   8.19E-06       T     312   2.869E-07
  6431   6.431E+00   1.551E-03   5.133E-12   1.60E-01   8.19E-06       T     323   6.915E-07
  6432   6.432E+00   1.529E-03   4.108E-12   1.60E-01   8.19E-06       T     326   4.236E-07
  6433   6.433E+00   1.498E-03   6.558E-12   1.60E-01   8.19E-06       T     319   8.843E-07
  6434   6.434E+00   1.459E-03   1.018E-11   1.60E-01   8.19E-06       T     318   7.807E-07
  6435   6.435E+00   1.413E-03   8.094E-12   1.60E-01   8.19E-06       T     279   1.000E-06
  6436   6.436E+00   1.393E-03   6.446E-12   1.60E-01   8.19E-06       T     331   6.912E-07
  6437   6.437E+00   1.441E-03   7.831E-12   1.60E-01   8.19E-06       T     310   9.983E-07
  6438   6.438E+00   1.480E-03   3.771E-12   1.60E-01   8.19E-06       T     272   3.796E-07
  6439   6.439E+00   1.510E-03   7.386E-12   1.60E-01   8.19E-06       T     325   9.985E-07
  6440   6.440E+00   1.532E-03   6.793E-12   1.60E-01   8.19E-06       T     261   8.622E-07
  6441   6.441E+00   1.545E-03   1.186E-11   1.60E-01   8.19E-06       T     275   9.577E-07
  6442   6.442E+00   1.548E-03   8.155E-12   1.60E-01   8.19E-06       T     303   8.977E-07
